waktu	latensi	baseline
00:00:04	0.09090909090909091	0.0
00:01:00	0.16666666666666666	0.0
00:02:01	0.08333333333333333	0.0
00:03:02	0.16666666666666666	0.0
00:04:03	0.16666666666666666	0.0
00:05:04	0.18181818181818182	0.0
00:06:00	0.16666666666666666	0.0
00:07:01	0.16666666666666666	0.0
00:08:02	0.08333333333333333	0.0
00:09:03	0.08333333333333333	0.0
00:10:04	0.09090909090909091	0.0
00:11:00	0.08333333333333333	0.0
00:12:01	0.16666666666666666	0.0
00:13:02	0.25	0.0
00:14:03	0.16666666666666666	0.0
00:15:05	0.18181818181818182	0.0
00:16:00	0.08333333333333333	0.0
00:17:02	0.3076923076923077	0.0
00:18:03	0.08333333333333333	0.0
00:19:04	0.09090909090909091	0.0
00:20:00	0.25	0.0
00:21:01	0.16666666666666666	0.0
00:22:02	0.16666666666666666	0.0
00:23:03	0.08333333333333333	0.0
00:24:00	0.16666666666666666	0.0
00:25:00	0.08333333333333333	0.0
00:26:02	0.16666666666666666	0.0
00:27:02	0.16666666666666666	0.0
00:28:03	0.16666666666666666	0.0
00:29:04	0.18181818181818182	0.0
00:30:01	0.25	0.0
00:31:01	0.08333333333333333	0.0
00:32:02	0.08333333333333333	0.0
00:33:04	0.09090909090909091	0.0
00:34:00	0.16666666666666666	0.0
00:35:01	0.08333333333333333	0.0
00:36:02	0.08333333333333333	0.0
00:37:03	0.35714285714285715	0.0
00:38:04	0.2727272727272727	0.0
00:39:00	0.46153846153846156	0.0
00:40:01	0.08333333333333333	0.0
00:41:02	0.08333333333333333	0.0
00:42:03	0.08333333333333333	0.0
00:43:04	0.09090909090909091	0.0
00:44:00	0.08333333333333333	0.0
00:45:01	0.0	0.0
00:46:02	0.08333333333333333	0.0
00:47:03	0.08333333333333333	0.0
00:48:04	0.09090909090909091	0.0
00:49:00	0.08333333333333333	0.0
00:50:02	0.16666666666666666	0.0
00:51:03	0.08333333333333333	0.0
00:52:04	0.09090909090909091	0.0
00:53:00	0.08333333333333333	0.0
00:54:01	0.08333333333333333	0.0
00:55:02	0.08333333333333333	0.0
00:56:03	0.16666666666666666	0.0
00:57:04	0.2727272727272727	0.0
00:58:00	0.16666666666666666	0.0
00:59:01	0.16666666666666666	0.0
01:00:02	0.08333333333333333	0.0
01:01:03	0.08333333333333333	0.0
01:02:04	0.18181818181818182	0.0
01:03:00	0.16666666666666666	0.0
01:04:01	0.16666666666666666	0.0
01:05:02	0.16666666666666666	0.0
01:06:04	0.2727272727272727	0.0
01:07:00	0.16666666666666666	0.0
01:08:01	0.16666666666666666	0.0
01:09:02	0.08333333333333333	0.0
01:10:03	0.16666666666666666	0.0
01:11:04	0.18181818181818182	0.0
01:12:00	0.38461538461538464	0.0
01:13:01	0.16666666666666666	0.0
01:14:02	0.08333333333333333	0.0
01:15:03	0.16666666666666666	0.0
01:16:04	0.18181818181818182	0.0
01:17:00	0.08333333333333333	0.0
01:18:01	0.08333333333333333	0.0
01:19:02	0.16666666666666666	0.0
01:20:03	0.16666666666666666	0.0
01:21:05	0.2727272727272727	0.0
01:22:00	0.08333333333333333	0.0
01:23:01	0.08333333333333333	0.0
01:24:03	0.16666666666666666	0.0
01:25:04	0.09090909090909091	0.0
01:26:00	0.08333333333333333	0.0
01:27:01	0.16666666666666666	0.0
01:28:02	0.16666666666666666	0.0
01:29:03	0.08333333333333333	0.0
01:30:04	0.09090909090909091	0.0
01:31:00	0.08333333333333333	0.0
01:32:01	0.08333333333333333	0.0
01:33:02	0.08333333333333333	0.0
01:34:03	0.08333333333333333	0.0
01:35:04	0.09090909090909091	0.0
01:36:00	0.16666666666666666	0.0
01:37:01	0.08333333333333333	0.0
01:38:02	0.08333333333333333	0.0
01:39:03	0.08333333333333333	0.0
01:40:05	0.09090909090909091	0.0
01:41:01	0.16666666666666666	0.0
01:42:02	0.08333333333333333	0.0
01:43:03	0.16666666666666666	0.0
01:44:04	0.09090909090909091	0.0
01:45:00	0.25	0.0
01:46:01	0.08333333333333333	0.0
01:47:02	0.08333333333333333	0.0
01:48:03	0.08333333333333333	0.0
01:49:04	0.09090909090909091	0.0
01:50:00	0.08333333333333333	0.0
01:51:01	0.0	0.0
01:52:02	0.0	0.0
01:53:03	0.08333333333333333	0.0
01:54:04	0.18181818181818182	0.0
01:55:00	0.08333333333333333	0.0
01:56:01	0.08333333333333333	0.0
01:57:03	0.25	0.0
01:58:04	0.09090909090909091	0.0
01:59:00	0.16666666666666666	0.0
02:00:01	0.25	0.0
02:01:02	0.16666666666666666	0.0
02:02:03	0.25	0.0
02:03:04	0.18181818181818182	0.0
02:04:00	0.25	0.0
02:05:01	0.16666666666666666	0.0
02:06:02	0.25	0.0
02:07:03	0.08333333333333333	0.0
02:08:04	0.18181818181818182	0.0
02:09:00	0.16666666666666666	0.0
02:10:01	0.16666666666666666	0.0
02:11:02	0.16666666666666666	0.0
02:12:03	0.16666666666666666	0.0
02:13:05	0.18181818181818182	0.0
02:14:00	0.08333333333333333	0.0
02:15:02	0.16666666666666666	0.0
02:16:03	0.25	0.0
02:17:04	0.18181818181818182	0.0
02:18:00	0.46153846153846156	0.0
02:19:01	0.16666666666666666	0.0
02:20:02	0.16666666666666666	0.0
02:21:03	0.16666666666666666	0.0
02:22:04	0.09090909090909091	0.0
02:23:00	0.08333333333333333	0.0
02:24:01	0.08333333333333333	0.0
02:25:02	0.16666666666666666	0.0
02:26:03	0.16666666666666666	0.0
02:27:04	0.18181818181818182	0.0
02:28:00	0.16666666666666666	0.0
02:29:01	0.16666666666666666	0.0
02:30:02	0.08333333333333333	0.0
02:31:04	0.09090909090909091	0.0
02:32:00	0.16666666666666666	0.0
02:33:01	0.16666666666666666	0.0
02:34:02	0.3076923076923077	0.0
02:35:03	0.3076923076923077	0.0
02:36:04	0.09090909090909091	0.0
02:37:00	0.08333333333333333	0.0
02:38:01	0.08333333333333333	0.0
02:39:02	0.08333333333333333	0.0
02:40:03	0.08333333333333333	0.0
02:41:04	0.09090909090909091	0.0
02:42:00	0.16666666666666666	0.0
02:43:01	0.16666666666666666	0.0
02:44:02	0.38461538461538464	0.0
02:45:03	0.08333333333333333	0.0
02:46:04	0.09090909090909091	0.0
02:47:00	0.08333333333333333	0.0
02:48:02	0.16666666666666666	0.0
02:49:03	0.08333333333333333	0.0
02:50:04	0.09090909090909091	0.0
02:51:00	0.08333333333333333	0.0
02:52:01	0.08333333333333333	0.0
02:53:02	0.08333333333333333	0.0
02:54:03	0.08333333333333333	0.0
02:55:04	0.09090909090909091	0.0
02:56:00	0.08333333333333333	0.0
02:57:01	0.16666666666666666	0.0
02:58:02	0.16666666666666666	0.0
