Timestamp,Timestamp (ESP32)
2025-10-10 05:53:59,2025-10-10 05:53:58
2025-10-10 05:54:04,2025-10-10 05:54:04
2025-10-10 05:54:09,2025-10-10 05:54:09
2025-10-10 05:54:14,2025-10-10 05:54:14
2025-10-10 05:54:19,2025-10-10 05:54:19
2025-10-10 05:54:24,2025-10-10 05:54:24
2025-10-10 05:54:29,2025-10-10 05:54:29
2025-10-10 05:54:34,2025-10-10 05:54:34
2025-10-10 05:54:39,2025-10-10 05:54:39
2025-10-10 05:54:44,2025-10-10 05:54:44
2025-10-10 05:54:49,2025-10-10 05:54:49
2025-10-10 05:54:54,2025-10-10 05:54:54
2025-10-10 05:55:00,2025-10-10 05:55:00
2025-10-10 05:55:05,2025-10-10 05:55:05
2025-10-10 05:55:10,2025-10-10 05:55:10
2025-10-10 05:55:15,2025-10-10 05:55:15
2025-10-10 05:55:20,2025-10-10 05:55:20
2025-10-10 05:55:25,2025-10-10 05:55:25
2025-10-10 05:55:30,2025-10-10 05:55:30
2025-10-10 05:55:35,2025-10-10 05:55:35
2025-10-10 05:55:40,2025-10-10 05:55:40
2025-10-10 05:55:45,2025-10-10 05:55:45
2025-10-10 05:55:50,2025-10-10 05:55:50
2025-10-10 05:55:56,2025-10-10 05:55:55
2025-10-10 05:56:01,2025-10-10 05:56:01
2025-10-10 05:56:06,2025-10-10 05:56:06
2025-10-10 05:56:11,2025-10-10 05:56:11
2025-10-10 05:56:16,2025-10-10 05:56:16
2025-10-10 05:56:21,2025-10-10 05:56:21
2025-10-10 05:56:26,2025-10-10 05:56:26
2025-10-10 05:56:31,2025-10-10 05:56:31
2025-10-10 05:56:36,2025-10-10 05:56:36
2025-10-10 05:56:41,2025-10-10 05:56:41
2025-10-10 05:56:46,2025-10-10 05:56:46
2025-10-10 05:56:52,2025-10-10 05:56:51
2025-10-10 05:56:57,2025-10-10 05:56:56
2025-10-10 05:57:02,2025-10-10 05:57:02
2025-10-10 05:57:07,2025-10-10 05:57:07
2025-10-10 05:57:12,2025-10-10 05:57:12
2025-10-10 05:57:17,2025-10-10 05:57:17
2025-10-10 05:57:22,2025-10-10 05:57:22
2025-10-10 05:57:27,2025-10-10 05:57:27
2025-10-10 05:57:32,2025-10-10 05:57:32
2025-10-10 05:57:37,2025-10-10 05:57:37
2025-10-10 05:57:42,2025-10-10 05:57:42
2025-10-10 05:57:48,2025-10-10 05:57:47
2025-10-10 05:57:53,2025-10-10 05:57:52
2025-10-10 05:57:58,2025-10-10 05:57:58
2025-10-10 05:58:03,2025-10-10 05:58:03
2025-10-10 05:58:08,2025-10-10 05:58:08
2025-10-10 05:58:13,2025-10-10 05:58:13
2025-10-10 05:58:18,2025-10-10 05:58:18
2025-10-10 05:58:23,2025-10-10 05:58:23
2025-10-10 05:58:28,2025-10-10 05:58:28
2025-10-10 05:58:33,2025-10-10 05:58:33
2025-10-10 05:58:38,2025-10-10 05:58:38
2025-10-10 05:58:44,2025-10-10 05:58:43
2025-10-10 05:58:49,2025-10-10 05:58:48
2025-10-10 05:58:54,2025-10-10 05:58:54
2025-10-10 05:58:59,2025-10-10 05:58:59
2025-10-10 05:59:04,2025-10-10 05:59:04
2025-10-10 05:59:09,2025-10-10 05:59:09
2025-10-10 05:59:14,2025-10-10 05:59:14
2025-10-10 05:59:19,2025-10-10 05:59:19
2025-10-10 05:59:24,2025-10-10 05:59:24
2025-10-10 05:59:29,2025-10-10 05:59:29
2025-10-10 05:59:34,2025-10-10 05:59:34
2025-10-10 05:59:40,2025-10-10 05:59:39
2025-10-10 05:59:45,2025-10-10 05:59:44
2025-10-10 05:59:50,2025-10-10 05:59:50
2025-10-10 05:59:55,2025-10-10 05:59:55
2025-10-10 06:00:00,2025-10-10 06:00:00
2025-10-10 06:00:05,2025-10-10 06:00:05
2025-10-10 06:00:10,2025-10-10 06:00:10
2025-10-10 06:00:15,2025-10-10 06:00:15
2025-10-10 06:00:20,2025-10-10 06:00:20
2025-10-10 06:00:25,2025-10-10 06:00:25
2025-10-10 06:00:30,2025-10-10 06:00:30
2025-10-10 06:00:36,2025-10-10 06:00:35
2025-10-10 06:00:41,2025-10-10 06:00:40
2025-10-10 06:00:46,2025-10-10 06:00:46
2025-10-10 06:00:51,2025-10-10 06:00:51
2025-10-10 06:00:56,2025-10-10 06:00:56
2025-10-10 06:01:01,2025-10-10 06:01:01
2025-10-10 06:01:06,2025-10-10 06:01:06
2025-10-10 06:01:11,2025-10-10 06:01:11
2025-10-10 06:01:16,2025-10-10 06:01:16
2025-10-10 06:01:21,2025-10-10 06:01:21
2025-10-10 06:01:26,2025-10-10 06:01:26
2025-10-10 06:01:32,2025-10-10 06:01:31
2025-10-10 06:01:37,2025-10-10 06:01:36
2025-10-10 06:01:42,2025-10-10 06:01:42
2025-10-10 06:01:47,2025-10-10 06:01:47
2025-10-10 06:01:52,2025-10-10 06:01:52
2025-10-10 06:01:57,2025-10-10 06:01:57
2025-10-10 06:02:02,2025-10-10 06:02:02
2025-10-10 06:02:07,2025-10-10 06:02:07
2025-10-10 06:02:12,2025-10-10 06:02:12
2025-10-10 06:02:17,2025-10-10 06:02:17
2025-10-10 06:02:22,2025-10-10 06:02:22
2025-10-10 06:02:28,2025-10-10 06:02:27
2025-10-10 06:02:33,2025-10-10 06:02:32
2025-10-10 06:02:38,2025-10-10 06:02:38
2025-10-10 06:02:43,2025-10-10 06:02:43
2025-10-10 06:02:48,2025-10-10 06:02:48
2025-10-10 06:02:53,2025-10-10 06:02:53
2025-10-10 06:02:58,2025-10-10 06:02:58
2025-10-10 06:03:03,2025-10-10 06:03:03
2025-10-10 06:03:08,2025-10-10 06:03:08
2025-10-10 06:03:13,2025-10-10 06:03:13
2025-10-10 06:03:18,2025-10-10 06:03:18
2025-10-10 06:03:23,2025-10-10 06:03:23
2025-10-10 06:03:29,2025-10-10 06:03:28
2025-10-10 06:03:34,2025-10-10 06:03:34
2025-10-10 06:03:39,2025-10-10 06:03:39
2025-10-10 06:03:44,2025-10-10 06:03:44
2025-10-10 06:03:49,2025-10-10 06:03:49
2025-10-10 06:03:54,2025-10-10 06:03:54
2025-10-10 06:03:59,2025-10-10 06:03:59
2025-10-10 06:04:04,2025-10-10 06:04:04
2025-10-10 06:04:09,2025-10-10 06:04:09
2025-10-10 06:04:14,2025-10-10 06:04:14
2025-10-10 06:04:20,2025-10-10 06:04:19
2025-10-10 06:04:25,2025-10-10 06:04:24
2025-10-10 06:04:30,2025-10-10 06:04:30
2025-10-10 06:04:35,2025-10-10 06:04:35
2025-10-10 06:04:40,2025-10-10 06:04:40
2025-10-10 06:04:45,2025-10-10 06:04:45
2025-10-10 06:04:50,2025-10-10 06:04:50
2025-10-10 06:04:55,2025-10-10 06:04:55
2025-10-10 06:05:00,2025-10-10 06:05:00
2025-10-10 06:05:05,2025-10-10 06:05:05
2025-10-10 06:05:10,2025-10-10 06:05:10
2025-10-10 06:05:15,2025-10-10 06:05:15
2025-10-10 06:05:21,2025-10-10 06:05:20
2025-10-10 06:05:26,2025-10-10 06:05:25
2025-10-10 06:05:31,2025-10-10 06:05:31
2025-10-10 06:05:36,2025-10-10 06:05:36
2025-10-10 06:05:41,2025-10-10 06:05:41
2025-10-10 06:05:46,2025-10-10 06:05:46
2025-10-10 06:05:52,2025-10-10 06:05:51
2025-10-10 06:05:56,2025-10-10 06:05:56
2025-10-10 06:06:01,2025-10-10 06:06:01
2025-10-10 06:06:06,2025-10-10 06:06:06
2025-10-10 06:06:11,2025-10-10 06:06:11
2025-10-10 06:06:17,2025-10-10 06:06:16
2025-10-10 06:06:22,2025-10-10 06:06:21
2025-10-10 06:06:27,2025-10-10 06:06:27
2025-10-10 06:06:32,2025-10-10 06:06:32
2025-10-10 06:06:37,2025-10-10 06:06:37
2025-10-10 06:06:42,2025-10-10 06:06:42
2025-10-10 06:06:47,2025-10-10 06:06:47
2025-10-10 06:06:52,2025-10-10 06:06:52
2025-10-10 06:06:57,2025-10-10 06:06:57
2025-10-10 06:07:02,2025-10-10 06:07:02
2025-10-10 06:07:08,2025-10-10 06:07:07
2025-10-10 06:07:13,2025-10-10 06:07:12
2025-10-10 06:07:18,2025-10-10 06:07:17
2025-10-10 06:07:23,2025-10-10 06:07:23
2025-10-10 06:07:28,2025-10-10 06:07:28
2025-10-10 06:07:33,2025-10-10 06:07:33
