waktu	latensi	baseline
00:48:06	0.9285714285714286	0.0
00:49:02	5.25	0.0
00:50:13	9.0	0.0
00:51:06	6.066666666666666	0.0
00:52:09	13.2	0.0
00:53:00	0.875	0.0
00:54:04	0.5	0.0
00:55:00	0.46153846153846156	0.0
00:56:01	0.5	0.0
00:57:02	0.16666666666666666	0.0
00:58:03	3.9285714285714284	0.0
00:59:03	14.727272727272727	0.0
01:00:03	0.16666666666666666	0.0
01:01:05	0.18181818181818182	0.0
01:02:00	0.08333333333333333	0.0
01:03:02	1.6	0.0
01:04:03	1.6428571428571428	0.0
01:05:04	0.6923076923076923	0.0
01:06:00	3.6153846153846154	0.0
01:07:02	1.8461538461538463	0.0
01:08:02	2.3333333333333335	0.0
01:09:07	4.8	0.0
01:10:04	1.5333333333333334	0.0
01:11:00	0.38461538461538464	0.0
01:12:06	2.0	0.0
01:13:00	0.42857142857142855	0.0
01:14:03	0.08333333333333333	0.0
01:15:04	1.3333333333333333	0.0
01:16:00	0.38461538461538464	0.0
01:17:01	0.08333333333333333	0.0
01:18:02	0.3076923076923077	0.0
01:19:03	1.0	0.0
01:20:04	0.18181818181818182	0.0
01:21:00	0.25	0.0
01:22:01	0.16666666666666666	0.0
01:23:02	0.08333333333333333	0.0
01:24:03	0.08333333333333333	0.0
01:25:05	0.09090909090909091	0.0
01:26:01	0.16666666666666666	0.0
01:27:02	0.16666666666666666	0.0
01:28:03	0.08333333333333333	0.0
01:29:04	0.18181818181818182	0.0
01:30:00	0.08333333333333333	0.0
01:31:01	0.08333333333333333	0.0
01:32:02	0.1111111111111111	0.0
01:33:03	0.16666666666666666	0.0
01:34:04	0.25	0.0
01:35:00	0.0	0.0
01:36:02	0.16666666666666666	0.0
01:37:03	0.08333333333333333	0.0
01:38:04	0.09090909090909091	0.0
01:39:00	0.38461538461538464	0.0
01:40:01	0.16666666666666666	0.0
01:41:02	0.46153846153846156	0.0
01:42:03	0.23076923076923078	0.0
01:43:04	0.18181818181818182	0.0
01:44:01	0.16666666666666666	0.0
01:45:01	0.08333333333333333	0.0
01:46:03	0.7333333333333333	0.0
01:47:04	0.09090909090909091	0.0
01:48:00	0.25	0.0
01:49:01	1.2307692307692308	0.0
01:50:02	0.16666666666666666	0.0
01:51:03	0.08333333333333333	0.0
01:52:04	0.09090909090909091	0.0
01:53:00	0.08333333333333333	0.0
01:54:01	0.15384615384615385	0.0
01:55:02	0.4666666666666667	0.0
01:56:03	0.16666666666666666	0.0
01:57:04	0.18181818181818182	0.0
01:58:00	0.23076923076923078	0.0
01:59:01	0.08333333333333333	0.0
02:00:02	0.08333333333333333	0.0
02:01:04	0.16666666666666666	0.0
02:02:05	0.09090909090909091	0.0
02:03:01	0.16666666666666666	0.0
02:04:02	0.16666666666666666	0.0
02:05:03	0.16666666666666666	0.0
02:06:04	0.3333333333333333	0.0
02:07:00	0.16666666666666666	0.0
02:08:01	0.4666666666666667	0.0
02:09:02	0.23076923076923078	0.0
02:10:03	0.42857142857142855	0.0
02:11:04	0.25	0.0
02:12:00	0.08333333333333333	0.0
02:13:01	0.08333333333333333	0.0
02:14:02	0.08333333333333333	0.0
02:15:03	0.23076923076923078	0.0
02:16:04	0.09090909090909091	0.0
02:17:00	0.15384615384615385	0.0
02:18:01	0.23076923076923078	0.0
02:19:03	0.16666666666666666	0.0
02:20:04	0.09090909090909091	0.0
02:21:00	0.15384615384615385	0.0
02:22:01	0.08333333333333333	0.0
02:23:02	0.08333333333333333	0.0
02:24:03	0.08333333333333333	0.0
02:25:04	0.09090909090909091	0.0
02:26:00	0.15384615384615385	0.0
02:27:01	0.08333333333333333	0.0
02:28:02	0.0	0.0
02:29:03	0.0	0.0
02:30:04	0.09090909090909091	0.0
02:31:00	0.23076923076923078	0.0
02:32:01	0.08333333333333333	0.0
02:33:02	0.08333333333333333	0.0
02:34:03	0.08333333333333333	0.0
02:35:05	0.09090909090909091	0.0
02:36:00	0.08333333333333333	0.0
02:37:02	0.16666666666666666	0.0
02:38:03	0.8666666666666667	0.0
02:39:04	0.18181818181818182	0.0
02:40:00	0.16666666666666666	0.0
02:41:01	0.16666666666666666	0.0
02:42:02	0.16666666666666666	0.0
02:43:03	0.3076923076923077	0.0
02:44:04	0.09090909090909091	0.0
02:45:00	0.08333333333333333	0.0
02:46:01	0.16666666666666666	0.0
02:47:02	0.16666666666666666	0.0
02:48:03	0.16666666666666666	0.0
02:49:04	0.18181818181818182	0.0
02:50:00	0.16666666666666666	0.0
02:51:01	0.08333333333333333	0.0
02:52:02	0.08333333333333333	0.0
02:53:04	0.09090909090909091	0.0
02:54:00	0.16666666666666666	0.0
02:55:01	0.25	0.0
02:56:02	0.16666666666666666	0.0
02:57:03	0.08333333333333333	0.0
02:58:04	0.09090909090909091	0.0
02:59:00	0.08333333333333333	0.0
03:00:01	0.08333333333333333	0.0
03:01:02	0.23076923076923078	0.0
03:02:03	0.08333333333333333	0.0
03:03:04	0.25	0.0
03:04:00	0.23076923076923078	0.0
03:05:01	0.08333333333333333	0.0
03:06:02	0.08333333333333333	0.0
03:07:03	0.08333333333333333	0.0
03:08:04	0.09090909090909091	0.0
03:09:00	0.08333333333333333	0.0
03:10:02	0.25	0.0
03:11:03	0.16666666666666666	0.0
03:12:04	0.09090909090909091	0.0
03:13:00	0.08333333333333333	0.0
03:14:01	0.08333333333333333	0.0
03:15:02	0.23076923076923078	0.0
03:16:03	0.08333333333333333	0.0
03:17:04	0.18181818181818182	0.0
03:18:00	12.714285714285714	0.0
03:19:13	16.0	0.0
03:20:01	25.0	0.0
03:21:03	5.882352941176471	0.0
03:22:03	13.8	0.0
03:23:03	1.0833333333333333	0.0
03:24:30	16.7	0.0
03:25:01	7.0	0.0
03:26:00	8.1	0.0
03:27:04	2.466666666666667	0.0
03:28:03	4.2631578947368425	0.0
03:29:00	5.25	0.0
03:30:00	1.15	0.0
03:31:03	1.0625	0.0
03:32:42	13.666666666666666	0.0
03:33:01	9.5	0.0
03:34:37	6.7	0.0
03:35:03	4.388888888888889	0.0
03:36:01	2.4	0.0
03:37:01	0.16666666666666666	0.0
03:38:02	0.08333333333333333	0.0
03:39:03	0.08333333333333333	0.0
03:40:05	0.18181818181818182	0.0
03:41:01	0.25	0.0
03:42:02	0.25	0.0
03:43:03	0.16666666666666666	0.0
03:44:04	0.18181818181818182	0.0
03:45:00	0.16666666666666666	0.0
03:46:01	0.08333333333333333	0.0
03:47:02	0.16666666666666666	0.0
03:48:03	0.16666666666666666	0.0
03:49:04	0.18181818181818182	0.0
03:50:00	0.16666666666666666	0.0
03:51:01	0.16666666666666666	0.0
03:52:02	0.16666666666666666	0.0
03:53:03	0.08333333333333333	0.0
03:54:04	0.09090909090909091	0.0
03:55:00	0.08333333333333333	0.0
03:56:01	0.08333333333333333	0.0
03:57:03	0.25	0.0
03:58:04	0.25	0.0
03:59:00	0.25	0.0
04:00:01	0.08333333333333333	0.0
04:01:02	0.15384615384615385	0.0
04:02:03	0.08333333333333333	0.0
04:03:04	0.09090909090909091	0.0
04:04:00	0.08333333333333333	0.0
04:05:01	0.16666666666666666	0.0
04:06:02	0.16666666666666666	0.0
04:07:03	0.16666666666666666	0.0
04:08:04	0.09090909090909091	0.0
04:09:00	0.08333333333333333	0.0
04:10:01	0.08333333333333333	0.0
04:11:02	0.08333333333333333	0.0
04:12:03	0.08333333333333333	0.0
04:13:05	0.09090909090909091	0.0
04:14:01	0.16666666666666666	0.0
04:15:02	0.16666666666666666	0.0
04:16:03	0.08333333333333333	0.0
04:17:04	0.09090909090909091	0.0
04:18:00	0.08333333333333333	0.0
04:19:01	0.08333333333333333	0.0
04:20:02	0.08333333333333333	0.0
04:21:03	0.3076923076923077	0.0
04:22:04	0.18181818181818182	0.0
04:23:00	0.08333333333333333	0.0
04:24:01	0.08333333333333333	0.0
04:25:02	0.08333333333333333	0.0
04:26:03	0.08333333333333333	0.0
04:27:04	0.09090909090909091	0.0
04:28:00	0.08333333333333333	0.0
04:29:01	0.08333333333333333	0.0
04:30:02	0.0	0.0
04:31:04	0.25	0.0
04:32:00	0.16666666666666666	0.0
04:33:01	0.08333333333333333	0.0
04:34:02	0.08333333333333333	0.0
04:35:03	0.08333333333333333	0.0
04:36:04	0.18181818181818182	0.0
04:37:00	0.08333333333333333	0.0
04:38:01	0.08333333333333333	0.0
04:39:02	0.08333333333333333	0.0
04:40:03	0.16666666666666666	0.0
04:41:04	0.18181818181818182	0.0
04:42:00	0.16666666666666666	0.0
04:43:01	0.16666666666666666	0.0
04:44:02	0.16666666666666666	0.0
04:45:03	0.08333333333333333	0.0
04:46:04	0.09090909090909091	0.0
04:47:00	0.08333333333333333	0.0
04:48:02	0.25	0.0
04:49:03	0.25	0.0
04:50:04	0.18181818181818182	0.0
04:51:00	0.08333333333333333	0.0
04:52:01	0.08333333333333333	0.0
04:53:02	0.08333333333333333	0.0
04:54:03	0.08333333333333333	0.0
04:55:04	0.09090909090909091	0.0
04:56:00	0.16666666666666666	0.0
04:57:01	0.16666666666666666	0.0
04:58:02	0.16666666666666666	0.0
04:59:03	0.08333333333333333	0.0
05:00:04	0.09090909090909091	0.0
05:01:00	0.08333333333333333	0.0
05:02:01	0.08333333333333333	0.0
05:03:02	0.08333333333333333	0.0
05:04:04	0.09090909090909091	0.0
05:05:00	0.25	0.0
05:06:01	0.25	0.0
05:07:02	0.08333333333333333	0.0
05:08:03	0.08333333333333333	0.0
05:09:04	0.09090909090909091	0.0
05:10:00	0.08333333333333333	0.0
05:11:01	0.08333333333333333	0.0
05:12:02	0.08333333333333333	0.0
05:13:03	0.16666666666666666	0.0
05:14:04	0.18181818181818182	0.0
05:15:00	0.15384615384615385	0.0
05:16:01	0.08333333333333333	0.0
05:17:02	0.08333333333333333	0.0
05:18:04	0.16666666666666666	0.0
05:19:04	0.09090909090909091	0.0
05:20:00	0.08333333333333333	0.0
05:21:02	0.08333333333333333	0.0
05:22:03	0.16666666666666666	0.0
05:23:04	0.09090909090909091	0.0
05:24:00	0.08333333333333333	0.0
05:25:01	0.08333333333333333	0.0
05:26:02	0.08333333333333333	0.0
05:27:03	0.08333333333333333	0.0
05:28:04	0.09090909090909091	0.0
05:29:00	0.0	0.0
05:30:01	0.08333333333333333	0.0
05:31:02	0.08333333333333333	0.0
05:32:03	0.08333333333333333	0.0
05:33:04	0.09090909090909091	0.0
05:34:00	0.42857142857142855	0.0
05:35:01	0.08333333333333333	0.0
05:36:02	0.08333333333333333	0.0
05:37:04	0.3076923076923077	0.0
05:38:05	0.09090909090909091	0.0
05:39:01	0.25	0.0
05:40:02	0.3333333333333333	0.0
05:41:00	3.533333333333333	0.0
05:42:04	0.18181818181818182	0.0
05:43:00	0.08333333333333333	0.0
05:44:01	0.08333333333333333	0.0
05:45:02	0.08333333333333333	0.0
05:46:03	0.08333333333333333	0.0
05:47:04	0.18181818181818182	0.0
05:48:00	0.16666666666666666	0.0
05:49:01	0.16666666666666666	0.0
05:50:02	0.16666666666666666	0.0
05:51:03	0.16666666666666666	0.0
05:52:04	0.09090909090909091	0.0
05:53:00	0.23076923076923078	0.0
05:54:01	0.3076923076923077	0.0
05:55:03	0.16666666666666666	0.0
05:56:04	0.18181818181818182	0.0
05:57:00	0.25	0.0
05:58:01	0.16666666666666666	0.0
05:59:02	0.08333333333333333	0.0
06:00:03	0.38461538461538464	0.0
06:01:04	0.09090909090909091	0.0
06:02:00	0.08333333333333333	0.0
06:03:01	0.08333333333333333	0.0
06:04:03	0.38461538461538464	0.0
06:05:03	0.16666666666666666	0.0
06:06:04	0.09090909090909091	0.0
06:07:00	0.08333333333333333	0.0
06:08:01	0.08333333333333333	0.0
06:09:02	0.25	0.0
06:10:03	0.08333333333333333	0.0
06:11:05	0.25	0.0
06:12:01	0.35714285714285715	0.0
06:13:02	0.8461538461538461	0.0
06:14:03	0.23076923076923078	0.0
06:15:04	0.75	0.0
06:16:00	0.3076923076923077	0.0
06:17:01	0.3076923076923077	0.0
06:18:02	0.42857142857142855	0.0
06:19:03	0.08333333333333333	0.0
06:20:04	0.08333333333333333	0.0
06:21:00	0.5714285714285714	0.0
06:22:01	0.3076923076923077	0.0
06:23:02	0.7857142857142857	0.0
06:24:03	2.6666666666666665	0.0
06:25:23	10.714285714285714	0.0
06:26:03	2.3684210526315788	0.0
06:27:00	0.5333333333333333	0.0
06:28:00	1.2352941176470589	0.0
06:29:01	0.7857142857142857	0.0
06:30:03	3.4166666666666665	0.0
06:31:01	3.75	0.0
06:32:00	0.15384615384615385	0.0
06:33:01	0.15384615384615385	0.0
06:34:02	0.15384615384615385	0.0
06:35:03	0.08333333333333333	0.0
06:36:04	0.18181818181818182	0.0
06:37:00	0.16666666666666666	0.0
06:38:01	2.2222222222222223	0.0
06:39:02	0.38461538461538464	0.0
06:40:03	1.5	0.0
06:41:00	1.6153846153846154	0.0
06:42:00	3.608695652173913	0.0
06:43:01	1.5909090909090908	0.0
06:44:03	0.7333333333333333	0.0
06:45:04	1.875	0.0
06:46:02	3.0555555555555554	0.0
06:47:01	0.8666666666666667	0.0
06:48:02	0.46153846153846156	0.0
06:49:01	1.6666666666666667	0.0
06:50:01	1.1666666666666667	0.0
06:51:00	1.4375	0.0
06:52:01	1.0	0.0
06:53:02	0.5714285714285714	0.0
06:54:03	1.0	0.0
06:55:04	0.7333333333333333	0.0
06:56:00	0.9333333333333333	0.0
06:57:01	0.9333333333333333	0.0
06:58:03	0.5714285714285714	0.0
06:59:03	1.0	0.0
07:00:09	2.066666666666667	0.0
07:01:00	0.6666666666666666	0.0
07:02:01	1.6875	0.0
